DATA CARTA;REGIÃO;MASSA DE AR;DESCRIÇÃO;;;;;;;;;;;;;;;;;;
2023-01-01 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica e áreas continentais adjacentes, onde predomina a massa Equatorial Continental, caracterizada por ser quente e úmida.;Verão;;;;;;;;;;;;;;;;;Verão
2023-01-01 00:00:00;Nordeste;mTa;Região sob influência direta do fluxo de leste da alta pressão subtropical do Atlântico Sul, transportando ar quente e úmido para o litoral e interior do Nordeste.;Verão;;;;;;;;;;;;;;;;;
2023-01-01 00:00:00;Litoral;mTa;A região delimitada está sob a influência do fluxo marítimo persistente associado ao anticiclone oceânico, caracterizando o predomínio de ar quente e úmido da massa Tropical Atlânt;Verão;;;;;;;;;;;;;;;;;
2023-01-01 00:00:00;Centro;mTa;A região encontra-se sob influência da circulação da alta pressão do Atlântico Sul, caracterizando o predomínio de ar quente e úmido tipicamente tropical.;Verão;;;;;;;;;;;;;;;;;
2023-01-01 00:00:00;Sul;mTa;A região delimitada está sob forte influência da circulação do escoamento marítimo, caracterizando o predomínio de ar quente e úmido transportado do Atlântico para o continente.;Verão;;;;;;;;;;;;;;;;;
2023-01-02 00:00:00;Norte;mEc;Região central da Amazônia caracterizada por ambiente quente e úmido, sob domínio da massa tropical continental de origem equatorial, sem influência direta de sistemas frontais.;Verão;;;;;;;;;;;;;;;;;
2023-01-02 00:00:00;Nordeste;mTa;A região do Nordeste delimitada encontra-se sob influência predominante do fluxo de leste da circulação marítima, caracterizando a atuação da massa Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;;
2023-01-02 00:00:00;Litoral;mTa;Predominio da massa tropical atlantica na regiao do litoral leste, caracterizada por temperaturas estaveis e transporte de umidade do oceano para o continente.;Verão;;;;;;;;;;;;;;;;;
2023-01-02 00:00:00;Centro;mTa;A região encontra-se submetida ao fluxo de circulação marítima da ASAS (Atlântico Sul), caracterizando a predominância da massa de ar Tropical Atlântica, quente e úmida.;Verão;;;;;;;;;;;;;;;;;
2023-01-02 00:00:00;Sul;mPa;A região delimitada situa-se sob influência de massa de ar frio e seco (mPa), com temperaturas amenas, avançando na retaguarda da frente fria que atua no setor oceânico adjacente.;Verão;;;;;;;;;;;;;;;;;
2023-01-03 00:00:00;Norte;mEc;A região demarcada localiza-se sobre a bacia amazônica, sob influência direta e exclusiva da Massa Equatorial Continental, caracterizada pela elevada umidade e instabilidade local.;Verão;;;;;;;;;;;;;;;;;
2023-01-03 00:00:00;Nordeste;mTa;Regiao sob influencia do escoamento de leste do Atlantico Sul, predominando caracteristicas tropicais maritimas quentes e umidas, tipicas da circulacao da ASAS.;Verão;;;;;;;;;;;;;;;;;
2023-01-03 00:00:00;Litoral;mTa;Região sob influência da circulação anticiclônica do Atlântico Sul, caracterizando a atuação da massa Tropical Atlântica (mTa) no setor costeiro indicado.;Verão;;;;;;;;;;;;;;;;;
2023-01-03 00:00:00;Centro;mTc;A regiao delimitada esta sob influencia da Depressao do Chaco, caracterizada pelo aquecimento radiativo e predominio de ar quente e seco, tipico da massa Tropical Continental.;Verão;;;;;;;;;;;;;;;;;
2023-01-03 00:00:00;Sul;mPa;A região delimitada encontra-se atrás de um sistema frontal (frente fria), caracterizada pelo ingresso de ar frio e úmido com queda nas temperaturas.;Verão;;;;;;;;;;;;;;;;;
2023-01-04 00:00:00;Norte;mEc;A região demarcada encontra-se sobre a bacia amazônica, sob influência direta da massa de ar quente e úmida característica da região central do continente.;Verão;;;;;;;;;;;;;;;;;
2023-01-04 00:00:00;Nordeste;mTa;Predominio da massa tropical atlantica devido ao fluxo de leste/sudeste associado ao escoamento da alta subtropical, mantendo condicoes de estabilidade e umidade no setor.;Verão;;;;;;;;;;;;;;;;;
2023-01-04 00:00:00;Litoral;mTa;A região delimitada está sob o domínio do fluxo marítimo de sudeste, característico da circulação da alta subtropical do Atlântico Sul, transportando ar quente e úmido.;Verão;;;;;;;;;;;;;;;;;
2023-01-04 00:00:00;Centro;mTa;A região encontra-se sob influência do fluxo de umidade vindo do oceano, característico de um ambiente de alta pressão subtropical, definindo a predominância da mTa.;Verão;;;;;;;;;;;;;;;;;
2023-01-04 00:00:00;Sul;mTa;A região apresenta características de estabilidade e fluxo marítimo típico de circulação tropical, sob influência direta da massa de ar quente e úmida que domina a faixa litorânea.;Verão;;;;;;;;;;;;;;;;;
2023-01-05 00:00:00;Norte;mEc;A região esta sob influencia do dominio da circulacao amazonica, caracterizada pelo ar quente e umido abundante, tipico da Massa Equatorial Continental sem influencia frontal.;Verão;;;;;;;;;;;;;;;;;
2023-01-05 00:00:00;Nordeste;mTa;Predominância de fluxo marítimo de sudeste/leste, transportando umidade do Atlântico Tropical para o setor, caracterizando o domínio da massa Tropical Atlântica na região.;Verão;;;;;;;;;;;;;;;;;
2023-01-05 00:00:00;Litoral;mTa;Região delimitada sob influência do escoamento marítimo de leste/sudeste associado à circulação oceânica, caracterizando o domínio da massa Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;;
2023-01-05 00:00:00;Centro;mPa;Região situada a retaguarda de um sistema frontal, caracterizada pelo ingresso e predomínio de ar de origem polar, com queda nas temperaturas e estabilização atmosférica.;Verão;;;;;;;;;;;;;;;;;
2023-01-05 00:00:00;Sul;mPa;A região delimitada está sob influência da massa de ar polar, evidenciada pela circulação pós-frontal que avança sobre o Sul e o Sudeste, mantendo o ar mais frio e menos úmido.;Verão;;;;;;;;;;;;;;;;;
2023-01-06 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica e áreas adjacentes, onde predomina a Massa Equatorial Continental, caracterizada pela elevada umidade e instabilidade intrínseca.;Verão;;;;;;;;;;;;;;;;;
2023-01-06 00:00:00;Nordeste;mEa;A região delimitada é influenciada predominantemente por características de ar quente e úmido de origem marítima tropical e equatorial, típicas da mEa que atua na costa norte/norde;Verão;;;;;;;;;;;;;;;;;
2023-01-06 00:00:00;Litoral;mTa;Predominância da Massa Tropical Atlântica, caracterizada pelo escoamento marítimo quente e úmido que flui diretamente para o setor litorâneo delimitado sem interferência de massas ;Verão;;;;;;;;;;;;;;;;;
2023-01-06 00:00:00;Centro;mPa;A região delimitada encontra-se no setor pós-frontal, sob influência direta do avanço de massa de ar frio e úmido após a passagem da frente fria.;Verão;;;;;;;;;;;;;;;;;
2023-01-06 00:00:00;Sul;mPa;A região destacada apresenta o ingresso de uma massa de ar pós-frontal, caracterizada por gradiente de pressão e declínio de temperatura, indicando a atuação e domínio da mPa.;Verão;;;;;;;;;;;;;;;;;
2023-01-07 00:00:00;Norte;mEc;A região delimitada compreende a bacia amazônica e áreas continentais adjacentes, onde predomina a massa tropical continental quente e úmida, característica desta época do ano na r;Verão;;;;;;;;;;;;;;;;;
2023-01-07 00:00:00;Nordeste;mTa;A região encontra-se sob influência da circulação anticiclônica do Atlântico Sul, caracterizando o predomínio de ar quente e úmido transportado pela mTa sobre o litoral e interior.;Verão;;;;;;;;;;;;;;;;;
2023-01-07 00:00:00;Litoral;mTa;Regiao sob influencia do escoamento de leste-nordeste oriundo do oceano, caracterizando uma massa de ar quente e umida predominante em grande parte do litoral brasileiro.;Verão;;;;;;;;;;;;;;;;;
2023-01-07 00:00:00;Centro;mT c;A área sobre o Centro-Oeste brasileiro apresenta características térmicas elevadas e baixa umidade relativa, consistentes com o domínio da Massa Tropical Continental (mTc).;Verão;;;;;;;;;;;;;;;;;
2023-01-07 00:00:00;Sul;mPa;A região delimitada na Região Sul encontra-se sob o fluxo pós-frontal, apresentando declínio térmico e características típicas de estabilização da massa polar atlântica.;Verão;;;;;;;;;;;;;;;;;
2023-01-08 00:00:00;Norte;mEc;A região mapeada no interior do continente é dominada pelo fluxo de ar tropical úmido e quente característico da Massa Equatorial Continental, típica da bacia Amazônica nesta época;Verão;;;;;;;;;;;;;;;;;
2023-01-08 00:00:00;Nordeste;mTa;Regiao sob incidencia de fluxo marítimo oriundo do Atlântico Tropical, com características quentes e úmidas típicas da massa de ar Tropical Atlântica predominante no setor.;Verão;;;;;;;;;;;;;;;;;
2023-01-08 00:00:00;Litoral;mTa;A região delimitada está sob influência do fluxo equatorial/tropical do Atlântico, caracterizado por ar quente e úmido, típicas do domínio da circulação marítima em latitudes tropi;Verão;;;;;;;;;;;;;;;;;
2023-01-08 00:00:00;Centro;mPa;A região delimitada encontra-se sob influência do avanço de uma massa de ar pós-frontal, apresentando queda de temperatura e umidade característica da incursão da mPa.;Verão;;;;;;;;;;;;;;;;;
2023-01-08 00:00:00;Sul;mPa;A regiao delimitada esta sob influencia direta de uma massa de ar frio e seco (mPa), evidenciada pelo posicionamento a retaguarda da frente fria (marcada no mapa como linha azul).;Verão;;;;;;;;;;;;;;;;;
2023-01-09 00:00:00;Norte;mEc;A regiao delimitada esta sob influencia direta da massa de ar quente e umida de origem continental, caracterizada pela circulacao mantida sobre a bacia Amazonica.;Verão;;;;;;;;;;;;;;;;;
2023-01-09 00:00:00;Nordeste;mTa;Predomínio da circulação marítima quente e úmida sobre o setor leste da região Nordeste, caracterizando a atuação da massa Tropical Atlântica na faixa costeira e borda do continent;Verão;;;;;;;;;;;;;;;;;
2023-01-09 00:00:00;Litoral;mTa;Regiao sob influencia do escoamento do Atlantico Sul, transporte de umidade e calor caracteristico da massa Tropical Atlantica sobre o litoral do Nordeste brasileiro.;Verão;;;;;;;;;;;;;;;;;
